Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
1,"This is my biggest reservation: we''ve teamed up with three schools so far, and the difficulty is that so many stop writing - either their class teacher is off ill, or they start a different computer project and cannot email, or children move schools, or their school years are different in other countries and so we just don''t hear from them.",u,0,0,1,0
2,"Either that or the black man would say: ""I''m sorry, mate, I can''t help you because I''m a teacher.",u,0,0,1,0
3,The prize was a fortnight trip for the two pupils and a teacher (lucky me!) to visit the Kennedy Space Center in Florida and the Johnson Space Center in Houston as VIP guests of NASA.,u,0,0,1,0
4,Our data suggest that participation in focussed teaching has increased teacher confidence and led to a greater willingness to include investigative work in their science teaching.,u,0,0,1,0
5,"''You are having the opportunity to discuss issues that are really, really relevant to their lives in school, but I wouldn''t have had that experience if I''d been a teacher to begin with.",u,0,0,1,0
6,"I was always keen on gardening and still am, but it became less attractive when in direct view of the teacher in the new classroom.",u,0,0,1,0
7,"The higher status of a graduate, university trained teacher has had some influence on recruitment.",u,0,0,1,0
8,"You need to take professional advice on a one-to-one basis from a teacher experienced in troubleshooting the problems of playing, particularly in the field of embouchure control and seating.",u,0,0,1,0
9,"Ma teacher says ""This was a dungeon.",u,0,0,1,0
10,The curriculum is determined by the individual student and the methods of each teacher.,u,0,0,1,0
11,When he is not performing Rob is a very sought after comedy teacher.,m,0,1,0,0
12,(1991) Search and research: what the enquiring teacher needs to know.,u,0,0,1,0
13,The pupils are aware of the grade the teacher is expecting from the marks which are sent forward and the final grades awarded before the pupils leave school so they can be involved in any discussion which takes place around borderline candidates.,u,0,0,1,0
14,"He is a teacher from above, brimming with heavenly wisdom; she is a woman of the world who by now has become hardened to the jokes in her village.",m,0,1,0,0
15,Therefore there is little need for much teacher input once the students have been directed to the activity that they are required to complete.,u,0,0,1,0
16,"The purpose of the visit was to meet representatives from schools, government departments and teacher training institutions to establish a scheme that would support the teaching of literacy and numeracy.",u,0,0,1,0
