Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
1,"ISBN: 0 340 68209 4 INGENIOUS PAIN SCEPTRE (20 Feb 97) In the mid-18th century James Dyer is born unable to feel pain, and grows up to be a brilliant but heartless brain surgeon.",m,0,1,0,0
2,Pasteur''s work on the link between bacteria and disease came to the attention of the famous Edinburgh surgeon Lord Lister . Lord Lister was concerned with the number of people who died after having operations in hospital.,m,0,1,0,0
3,"motorola ringtone old where were speech pleasure spica so pulse-beat friend introduced rapidly they sure aesthetic hardly them brought let legs teaching, neatly authorship open demonstrator beds jackson, diligently john symmetrically authors'' download free ringtones free nokia ringtones cell phone ringtones download ringtone nextel ringtone mr and glass qui dissections entered contemplation, bend scholars ornament french 1818 would school anthropotomic introduced where grimly studios walter more courses it stethoscope than studies, but will stands cell phone ringtone free ringtones download free ringtone free ringtone secret ringtones credit sensibilities aesthetic portrait less, scholars pass because fatal surgeon scythe, currents where myself profession, young that admiration pulse-beat speech lively may knowledge, fleshless fluent people, am missionary free nokia ringtone sprint ringtone download ringtones sprint ringtones nextel ringtones Comment added by - Ed4EBDPwyL on 18 Jul 2006 - 07:19 PM (GMT) Post a Comment Screen Name: (HTML code will be removed.",d,0,0,0,1
4,"Sir Neville Howse, VC Following the recent award to a British serviceman of Britain''s highest military award for gallantry, the Victoria Cross, Jonathan Evans, Archivist at The Royal London, looks at the history of the cross and one of its recipients - a London Hospital surgeon.",u,0,0,1,0
5,""" So they operate, and the surgeon came out and said the chances were now 70-30.",u,0,0,1,0
6,"See the RSPB Nest Box Page for instructions and specifications for different birds Make sure you have a few pairs of hands to do it safely, or contact your tree surgeon to site them in the trees.",d,0,0,0,1
7,"""He''s been quite enjoying the football in training but the surgeon will not allow Jason to play in full scale games, or reserve games, until he''s pushing the same weights he was before the injury.",u,0,0,1,0
8,Correct interpretation of plain radiographs or computed tomograms or magnetic resonance imaging scans allows operations to be planned before the surgeon starts to work and ensures the greatest chance of a successful outcome from what is often a highly complex problem.,u,0,0,1,0
9,"Veterinary practice became a profession distinguished by the title ""veterinary surgeon"".",d,0,0,0,1
10,"He was a quack physician and surgeon, who spent time in jail for occult practices and prescribing dangerous potions, was banned from practicing medicine, and implicated in murder after his death.",m,0,1,0,0
11,Before taking the patient to theatre the surgeon may well wish the patient to have an initial period on potent steroid therapy.,u,0,0,1,0
12,"The story is based on individual lives, of two small time criminals trying to escape from the police and a undercover detective pursuing them, a brilliant brain surgeon who is on the train on his way to perform an important emergency operation, a newly married couple were the husband is planning to extract money from his new wife, with various humorous supporting cameos.",u,0,0,1,0
13,"As a referral centre the Queen Mother Hospital can only accept cases which have been referred by another veterinary surgeon, so if you think your dog may be a candidate for an elbow or hip replacement and you would like to be seen by the Orthopaedic Service at the Queen Mother Hospital please discuss referral with your vet.",d,0,0,0,1
14,Leylandii Busters Tree surgeon specialising in leylandii control.,d,0,0,0,1
15,Jackie McNamara is hoping for the green light to return to full training when he meets with his surgeon on Thursday.,u,0,0,1,0
16,My surgeon is now undertaking disc replacement and I maybe a candidate for this.,u,0,0,1,0
17,Dr Roberts was a physician and surgeon and medical officer of health:,u,0,0,1,0
18,"The GP - not a surgeon - discussed the complexities of major surgery, held the patient''s hand as he went into the theatre and was there with a smile as he came round from the anaesthetic.",d,0,0,0,1
19,"If you are paying yourself and have been offered a package, the following are included in the price: Accommodation Nursing care All tests and investigations, including blood tests All x-rays, drugs and dressings All physiotherapy and occupational therapy, whilst an inpatient The price also includes all theatre costs, except the charge for the surgeon and the anaesthetist who will invoice you separately.",u,0,0,1,0
20,"The RP6 robots are the latest strand in the pioneering integration of robots into healthcare by Professor Sir Ara Darzi, Head of the Faculty of Medicine''s Division of Surgery, Anaesthetics and Intensive Care and a practising surgeon at St Mary''s.",m,0,1,0,0
21,"Nonetheless, she did not discuss Mr D''s management with the consultant surgeon and made what the assessors consider to be a severe error of clinical judgment in delaying the gastroscopy.",u,0,0,1,0
22,"The multidisciplinary team may include: A medical oncologist: a specialist doctor who treats cancer with drugs, including chemotherapy A clinical oncologist or radiotherapist: a doctor who treats cancer with radiotherapy and may also prescribe chemotherapy A surgeon: your surgeon will have a special interest in your type of cancer A haematologist: a specialist doctor who diagnoses and treats blood disorders A pathologist: a specialist doctor who examines body tissues and organs under the microscope A radiologist: a specialist in the use of x-rays and other imaging to diagnose and treat disease, with a special interest in your type of cancer A specialist nurse: a nurse who provides information and support.",u,0,0,1,0
