Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
45,The referee making one of many strange decisions decided not to restart the match when the lights came back on - despite the players being ready after a warm up in the dark and so a further ten minute delay was given.,u,0,0,1,0
46,"Yet Irish non-entity McBride has ended the career of the legendary Mike Tyson, the fight halted by the referee after 6 rounds.",u,0,0,1,0
47,"The Dons hitman spotted the ball up himself only to see his penalty saved by Nathan Abbey, but the assistant referee pulled the play back after seeing the keeper step off his line.",u,0,0,1,0
48,Referee: Mike Tumility,m,0,1,0,0
49,"There were 2 minutes of added time but the referee somehow extended it to almost 5 minutes, enough time for Earnie and Robinson make Pidgeley save and Earnie fire another wide.",u,0,0,1,0
50,"After presiding over a team performance notable only for constant dirty challenges, Argentine captain Antonio Rattin decided to get the German referee involved too.",u,0,0,1,0
51,The referee pointed to the penalty spot but Eyre pulled off a fine diving save to deny Grayson.,u,0,0,1,0
52,But the game took a decided turn in Llanharan''s favour on the half hour as number eight Gareth Roberts was rightly yellow carded by referee James Jones for killing the ball under his own posts.,m,0,1,0,0
53,"While Fingers is choosing her item (she decides to take Harley''s antique pocket watch) the referee gets her to play Rock, Paper, Scissors with Al.",d,0,0,0,1
54,"for a goal kick 5 mins: Raphael Wicky tries a shot but he scuffs it hopelessly ad the ball is easily picked up in the left full back area 3 mins: Willy Sagnol shows persistence down the right, but cant get his cross on after good defending by Ludovic Magnin 2 mins: Zidane and Ribery combine down the left but the Swiss get across to prevent a cross from the former U21 international 1 min: The Swiss have appeals for an early corner off Lilian Thuram turned down 0 mins, KICK OFF: Russian referee Valentin Ivanov gets us underway in a blistering Stuttgart with the Swiss kicking off Claude Makelele, Lilian Thuram and Zinedine Zidane had all retired before being persuaded to return to the international fold to ensure Les Bleus qualified for this tournament.",m,0,1,0,0
55,I felt the referee was a little bit swayed by that.,u,0,0,1,0
56,"The decision to operate with chosen concepts and not others, such as consumerism, or, as a referee suggested, flow or hegemonic masculinity, is not determined purely by conceptual matters.",u,0,0,1,0
57,"My first occurred in 1977, when World Cup referee Clive Thomas disallowed what would have been the winning goal in the FA Cup semi-final against Liverpool.",m,0,1,0,0
58,Referee: R Lawton (Barnsley),u,0,0,1,0
59,The referee produced a red card on 74 minutes with Rich McCabe sent off for Bournemouth after a stamp on John Joyce.,u,0,0,1,0
60,Unfortunately the referee claimed he could not see through the players in the box and couldnt award the goal.,m,0,1,0,0
61,"Although the referee has not declared ""Keu-man'', the contest shall be regarded as having ended when the prescribed time is over. 5.",u,0,0,1,0
62,Blatter blasts ref Monday Jun 26 2006 08:33 FIFA president Sepp Blatter has criticised Russian referee Valentin Ivanov for his handling of Sunday''s World Cup clash between Portugal and Holland.,m,0,1,0,0
63,He chips the ball back into the box and loud shouts for a penalty from the England players as the ball seemed to strike Valente on the hand but the referee waves play on. 49 mins: The referee is not buying any of Ronaldo''s frantics today as he goes down again after a challenge from Neville. 47 mins: Beckham takes a knock from Nuno Valente and appears to have injured his ankle in the process.,u,0,0,1,0
64,"They may even have criticised the speed at which referee Kim Milton Nielsen whipped out red, or David Batty for missing the crucial penalty, or perhaps Alan Shearer for committing the foul that disqualified what would have been Sol Campell''s winning goal.",u,0,0,1,0
65,"He is, apparently, a cheat because he didn''t confess to the referee that the ball had crossed the line.",u,0,0,1,0
66,"Unbelievably, Robson was then booked for United when it looked as if he was trying to keep the ball in play the referee adjudged that he kicked the ball away.",u,0,0,1,0
67,The open mike allows the referee coach or adviser to hear all of the dialogue between referee and players.,u,0,0,1,0
68,"It 1 minutes 54 seconds into round 4 of his heavyweight boxing match against Sultanahmed Ibzagimov, when the referee stepped in to stop Pauga Lalau''s fight following a telling head blow coming from a four-punch combination. 25th September 2000 NZ women''s softball team lose to Japan Their 2 - 1 loss means that they finish the preliminary rounds in 6th place and do not progress any further in the competition. 25th September 2000 NZ womens softball team lose to Italy Their 0 - 1 loss means that rather than going third, they are now placed 6th, and only have the USA and Japan to play if they wish to make it into the top 4",u,0,0,1,0
69,"team of elected officers and several teams of student volunteers Other responsibilities which would be held by the Head of a University Department Representing graduate students on a very wide range of University committees Chief financial officer of the Union -- producing financial and management accounts, managing grants and revenue streams, experience with the University Financial System Referees Prof Peter Lipton (Supervisor) Department of History and Philosophy of Science , University of Cambridge Prof Martin Kusch (Second supervisor) Department of History and Philosophy of Science , University of Cambridge Prof Ned Hall (External referee) Department of Philosophy , Harvard University",d,0,0,0,1
70,"Interpreting a players call Some calls a player makes are not strictly correct, but it should be obvious to a Referee when taking the situation into account what the player means.",u,0,0,1,0
71,Referee : C Miller (Northampton) Att : 88,u,0,0,1,0
72,Patrick McCurdy reports German referee jailed for two years Published: 18 November 2005 Germany''s football authorities welcomed the conviction yesterday of the referee at the centre of the country''s biggest match-fixing scandal for 30 years.,u,0,0,1,0
73,"If either party rejects such further Referee and/or the finical terms within the meaning of Clause 9 hereof on which such further Referee if prepared to act, then the Association may, in its absolute discretion, reject the Request and shall, in that event, have no further responsibility concerning the settlement of the dispute. 4 On agreement by both parties to the Referee selected by the Association under the terms of Clause 2 or Clause 3 hereof, the Association shall appoint such Referee to settle the dispute by Award, and shall notify the parties accordingly. 5 If the Referee, after appointment, dies or in the opinion of the Association becomes, by reason of illness or otherwise, unable or unfit to act, the Association will, after consultation with both parties but in its sole discretion, appoint another Referee in his/her place.",u,0,0,1,0
74,"We made a bright start, got lots of crosses in, got the goal, and then the referee had decided this is not good enough.",u,0,0,1,0
75,I would like to take this opportunity to express my thanks to Mr Paul Dorris (Ulster Council referee coordinator) and the referees who have participated in the study.,u,0,0,1,0
76,"He played out of position in the second-row and was ubiquitous and tireless, with numerous impressive rushes (not including those of blood to his head caused by the referee).",u,0,0,1,0
77,"They may only re-enter the field-of-play at the direction of the referee, and must report to the referee before resuming playing. b) The 10 minutes is playing time and does not include stoppages for injury etc. the referee is the sole judge of time.",u,0,0,1,0
78,"it all over again later in the season. more """" Right result - we didn''t lose! 2 November 2005 : It is not often that the Blue Army find themselves cheered by controversial refereeing decisions. more """" Away-day wash-out after deluge in the south-west 2 November 2005 : Leicester City''s trip to Plymouth last night was washed out with the home side leading 1-0 at the break in what manager Craig Levein described as more """" Plymouth Argyle v Leicester City (abandoned after 45 mins) Plymouths clash with Leicester was abandoned at half-time when referee Andy Woolmer decided deteriorating weather conditions made the pitch unsafe at Home Park.",m,0,1,0,0
79,An incident involving Rob Scott and Mark Rankine could have seen either or both dismissed on the half hour but the referee was happy to give the pair nothing more than a talking to.,u,0,0,1,0
80,Referee Brannick awarded a freekick to United just inside the Oldham half out towards the left touchline that Swarbrick took right-footed.,u,0,0,1,0
81,"The incensed United players surrounded the referee, while Grays took advantage of the situation with a quick free-kick to Merv Abraham, who turned on goal and unleashed a powerful half-volley.",u,0,0,1,0
82,"After some of the children took part in a game facilitated by Burngreave Sports Development Team, headteacher Dina Martin was proud to announce the time had arrived for the grand opening of the new sports facility by Premiership referee Uriah Rennie.",u,0,0,1,0
83,"In the 60th minute Gilbert struck a 30 yard free-kick perfectly, low into the bottom corner of the net. 2 minutes later Craig Edwards was fouled in the Buckhaven penalty box and the referee pointed to the spot.",u,0,0,1,0
84,"In a breathtaking half the referee found time to book six players and then right on half time, Neil Tolson had a goal disallowed for offside.",u,0,0,1,0
85,"The referee should also encourage the use of adjectives and adverbs, as these will often solve or pass on difficulties and make the work richer and more fluid.",d,0,0,0,1
86,In cases of ''Opponent Inflicted'' injury the referee has discretion to use any Code of Conduct penalty but can only use penalties less than ''Conduct Match'' when the player can resume immediately.,u,0,0,1,0
87,Failure on the part of the nominated team to provide a referee will cause that team to have 4 points deducted from their total score.,u,0,0,1,0
88,"Flt Lt Davy''s assistance as referee, along with Sqn Ldr Andy Alcock, Sgt Mark Gumley and Cpl Dave Long, was also appreciated immensely.",u,0,0,1,0
89,"Ball carriers are being knocked a few feet back with every tackle. 20 mins: England 13 - 6 Wales Another penalty for Barkley after Welsh hands are spotted in the ruck by referee Andrew Cole. 22 mins: This is more like the English team we all know, and some even love.",m,0,1,0,0
90,They fell behind to a stunning striker from all of fifty yards by Antony Kay and that Barnsley lead should have been doubled but for an incorrect flag from the assistant referee for offside.,u,0,0,1,0
91,"With the referee playing 3 minutes added time, there was still time for Jess to score her hat-trick with a superb solo run and shot which left the Belles ringing and the Wildcats licking their wounds.",u,0,0,1,0
92,Itâ€TMs back down to earth with a bump as this Saturday sees me referee at Leeds v QPR and then taking charge of Birminghamâ€TMs FA Cup replay against Reading next Tuesday.,u,0,0,1,0
93,"Click HERE THE REFEREES ASSOCIATION . Ever fancied becoming a referee or a linesman (all right, referee''s assistant)?",u,0,0,1,0
94,"But Southend referee David Axcell, from a very much better position, thought differently.",m,0,1,0,0
95,"Referee: - Mr. James Cowie Scorers: Dunbar- Haynes (18 mins, 28 mins), Cheetham (55 mins)",m,0,1,0,0
96,INDIVIDUAL RESPONSIBILITIES Dean of Faculty (or Dean''s Representative) The Dean of Faculty (or the Dean''s Representative) has the discretion to speak to at least one key referee for each candidate to improve the clarity and completeness of the information available to the committee.,d,0,0,0,1
97,"The referee Mr. Edwards looked concerned for Murphy , asking him what his name was.",m,0,1,0,0
98,"Fury erupted from the City fans but the excellent referee, Howard Webb, who conducted City''s home play-off leg against Bristol City, booked him.",m,0,1,0,0
99,"), Luke Dowling (capt), Patrick Roach (Justin McKenzie), Lee Botterill (Gary Thurston), John Crockett, Daniel Wright, Richard Crockett, Aidrian Mann Goals: Justin McKenzie, Daniel Wright Report by Sue Horton taken from the message board 14 August Desborough Town 2-1 BTFC A rather subdued Buckingham dominated their opening match only to see 3 pts slip away with two defensive errors, missing Martin Young, and Goalkeeper Sean Griffiths Buckingham looked to play their passing game on a pitch with grass 5 inches long and A referee who had to be seen to be believed, regardless of anything the robins passed , probed and searched for the goal that would have set them on their way but a lapse in concentration saw the defence caught square and a simple ball over the top saw them 1-0 down, with so much possession it was only a question of time before the goal came, Moses, Kieron and Jason Blackett all went close with no reward, half time came and went and still no change, a corner from Moses floated in was met with",u,0,0,1,0
100,Referee: D Changleng (SRU).,u,0,0,1,0
101,The referee must blow the whistle immediately. 4 IMMEDIATE WHISTLE WHEN NO ADVANTAGE The referee blows the whistle immediately once the referee decides an advantage cannot be gained by the non-offending team. 5 MORE THAN ONE INFRINGEMENT (a) If there is more than one infringement by the same team the referee applies the advantage law.,u,0,0,1,0
102,"Uriah Rennie: black belt in some martial art, big and the first black referee in Premier League history.",u,0,0,1,0
103,"Takes action against team officials who fail to conduct themselves in a responsible manner and may, at their discretion, expel them from the field of play and its immediate surrounds Ensures that no unauthorised persons enter the field of play Restarts the match after it has been stopped Decisions of the Referee The decisions of the referee regarding facts connected with play are final.",u,0,0,1,0
104,"Stuart Walker hit a speculative shot from the edge of the box that Horridge let slip between his legs and according to those level, over the goal line although neither the referee or his assistant signaled a goal.",u,0,0,1,0
105,Referee details should appear at the end of the document and be people who have seen you teach in a supervisory role.,d,0,0,0,1
106,"But after the game Kewell retracted what he had told the ref earlier: ""You''re frustrated, you''re losing the game, every referee puts up with it.",u,0,0,1,0
107,Do you really think that the referee who sent you off on the last day of the season will be telling his grandkids about it?,m,0,1,0,0
108,"Fortunately, Mr Horseman, the referee in charge of the following Wednesday''s game at Mile Oak, was made of sterner stuff.",m,0,1,0,0
109,English referee and then FIFA''s Head of Refereeing Ken Aston was driving through central London thinking of ways to better illustrate a caution or sending off when the change of green to yellow to red of the lights gave him the idea.,m,0,1,0,0
110,"If you want to wear a bandanna, a scarf, a hat or a wig, or proudly show your bald head along with Duncan Goodhew (British swimmer) and Pierluigi Collina (Italian football referee), go ahead and do what makes you feel better about it.",u,0,0,1,0
111,"(h) Pointing at the wall, and insisting to the Referee that the wall is not positioned correctly 10 yards away. 9.",u,0,0,1,0
112,The referee wasn''t good enough but in the second half we showed what we can do but we can do much better than that.,u,0,0,1,0
113,"""But dehydration is a danger so I hope the referee will allow them a bit more access to fluids than has been the case so far.",u,0,0,1,0
114,The referee correctly awarded the freekick on the United right about 12 yards from goal and 5 yards outside of the penalty area.,u,0,0,1,0
115,Examples might include having aspects of your private life exposed in a newspaper. · You should not seek as a referee anyone who is likely to appear before the court to which you might be appointed.,d,0,0,0,1
116,"Just what a great spectacle Leeds and Bradford provided: superb athletes playing a sport that preserves standards: sportsmanship, respect for the referee, and what a treat to be in the crowd of men, women and children without any of the unseemly aggression that characterises some sports.",u,0,0,1,0
117,"With Mustoe booked for a nothing foul by a fussy referee the officials were not popular with the City players, and Burns'' sciatica seemed to ease just enough to allow him to run onto the pitch to have a quick word with nice man with the whistle.",u,0,0,1,0
118,"Crystal Palace have scored with Clinton Morrison putting it in the back of the net. 46 minutes The second half is under way with the score currently at 1 v 1. 45 minutes Half time whistle is blown by K Friend 31 minutes The referee has booked Alan Lee. 30 minutes Own goal, Tom Soares has put it in his own net. 10 minutes Goal!!",u,0,0,1,0
119,"Following a 9-9 split decision we went to a countback and McTaggart edged it 7-6 (in a countback scenario, the highest and lowest scores are discarded with the middle score - or scores in a five judge setting - being counted.) Chris McBain (Garnock Valley) looked very strong, defeating Scott McCormack (Auchengeich) with the referee stopping the contest in round two.",u,0,0,1,0
120,"Answer 7: Although not specifically stipulated in the Laws of the Game, if an attacking player purposefully steps off the field of play to indicate to the Referee that he does not wish to take part in the current move, then this is no different to an attacking player in an offside position (on the field of play) putting his hands up to indicate the same thing.",u,0,0,1,0
121,"If no referee, the opponent has the option to call it either a foul or to require the offending player to replay the shot again with the balls restored to their positions prior to the shot (and with no foul penalty imposed).",u,0,0,1,0
122,There is a new edict this year if you raise your hands you are off and the referee failed to do that.,u,0,0,1,0
123,"Near the end the referee sent a Blue player off the field, ""for an early shower"" said my Dad.",u,0,0,1,0
124,"Refuse to participate in official contacts with Israeli universities Don''t go to conferences in Israel Don''t take part in research collaborations with Israeli colleagues Refuse to serve as a referee for publications submitted from Israeli institutions Refuse to act as an external examiner for degrees conferred by Israeli institutions Even if you choose not to boycott, challenge Israeli academics on the issue of the de facto worldwide academic boycott of the Palestinians Ask what they are doing to address the issue Support the campaign for economic sanctions on the Israeli university system Israel is the only Middle Eastern state to be considered ""European"" by numerous cultural and research institutions, especially those funded from the EU and the European Science Foundation Write to bodies administering grants in",d,0,0,0,1
125,""" Lynn can have few complaints about the referee as he was extremely lenient with some of their tackles and Lee Gibson can count himself lucky not to get sent off.",u,0,0,1,0
126,These are to establish and develop the ICR service; to act as a referee for the relatively small number of dissatisfied Commission customers and to capture the lessons that are to be learned from their complaints.,d,0,0,0,1
127,": Valencia''s low strike is comfortably saved by Porras. 59 mins, YELLOW CARD: The Ecuador keeper is the latest player to be shown yellow. 57 mins: Solis goes on a rampaging run before testing Cristain Mora with a snap shot. 56 mins: Leonardo Gonzalez is replaced by Carlos Hernandez for Costa Rica. 54 mins, GOAL: Agustin Delgado doubles Ecuador''s advantage, blasting the ball past Jose Porras at the keeper''s near post from inside the area. 53 mins, YELLOW CARD: De La Cruz is booked by the referee. 51 mins: Delgado''s shot over his shoulder from Valenica''s cross tests keeper Porras. 49 mins: Ronald Gomez''s low drive spins wide of the target for Costa Rica. 47 mins: Hurtado pumps a hopeful ball upfield but cannot find a yellow shirt. 45 mins: Ivan Kaviedes is a half-time substitute for Carlos Tenorio for Ecuador. 45 mins, SECOND HALF: The second half gets underway.",u,0,0,1,0
128,Butler controlled the ball and burst into the box past Kevin Lewis but the Carterton skipper pulled him down and the referee had no option but to point to the spot.,u,0,0,1,0
129,Referee: John McKendrick.,m,0,1,0,0
130,"You will need to show some understanding of real world management problems and have a minimum of two years'' suitable full-time, part-time or voluntary work experience (MBA only) . Contact details of one referee.",d,0,0,0,1
131,"The Adjudicator, whose services are free, is a fair and unbiased referee whose recommendations are independent of HM Revenue & Customs You can contact the Adjudicator at: The Adjudicator''s Office Haymarket House 28 Haymarket London SW1Y 4SP Phone: (020) 7930 2292 Fax: (020) 7930 2298 Email: adjudicators@gtnet.gov.uk Internet: http://www.adjudicatorsoffice.gov.uk/ Download options This document is available in the following formats Partial exemption (Acrobat PDF, 1.6MB) Please be aware that our PDF, Word, Excel and Powerpoint documents will open in a new window.",d,0,0,0,1
132,Please complete your personal details and choice information at the top of the sheet before passing it to your referee. 10.,d,0,0,0,1
133,Bedworth Utd 5 Barton Rovers 1 ROVERS collapsed following an incredibly dubious decision from the referee that saw the young team lose their concentration.,u,0,0,1,0
134,"Once again the referee called it wrong and gave a let, sending White into a screaming shout of objection.",u,0,0,1,0
135,"Her character sheet tells her that to pick someone''s pocket, she must first hang around in the vicinity of her victim for a minute or two, then tell a referee that she''s tried to pick their pocket.",d,0,0,0,1
136,"However, the assistant referee, Mr Pardoe, flagged as Clarke had moved off his line before the kick was taken.",m,0,1,0,0
137,"""A referee reminisces"""",,"" Around noon on Saturday August 8th.",u,0,0,1,0
138,Towards the end of the second half City threw caution to the wind as Town hung on to their slender lead and were unlucky not to equalize when Amankwah hit the bar just before the referee blew his whistle.,u,0,0,1,0
139,Referee: H Webb.,u,0,0,1,0
140,25 June 2006 EXIT POLL NOT TO BLAME FOR OUR CARD LUCK STORY Dado Prso THE easiest thing for me to do would be to blame bungling referee Graham Poll for our early World Cup exit.,m,0,1,0,0
141,"Both number 8â€TMs were dispatched to the bin by referee Mr D Lowe who had a great game with the whistle, after a flare up in the scrum before McCarthy wrapped up the game with a well taken try in the corner.",m,0,1,0,0
142,"After consulting with his assistant, the referee showed a red card to Bedford''s captain, Williams.",u,0,0,1,0
143,Thornton took the free kick which was too quick for referee Amy Raynor''s liking.,f,1,0,0,0
144,"Said Wilson: ""The referee gave another strange decision, Ashley questioned it and the ref showed him a red card.",u,0,0,1,0
145,"It''s never his fault and his team are never less than whiter than white - it''s always the opposition, the referee or the authorities that are to blame for whatever transgression his side have committed or defeat they have suffered.",u,0,0,1,0
146,"He was frustrated and was given a conduct warning once for racket abuse. 3 ""not up"" calls from the marker that the referee wasn''t sure surely irked Palmer as he didn''t reserve his comments about it, walking out of court to voice out his feelings.",u,0,0,1,0
147,The referee should send the reference direct to the CRC secretary.,d,0,0,0,1
148,Douglas is an SFA certified football referee and a founder member of the Sports Law Practice Group of Lex Mundi - the world''s largest independent organisation of leading law firms.,u,0,0,1,0
149,""" WW then appallingly suggested that Fuller is targeted and then incredibly said, ""The referee was getting some stick for having given the penalty and I said that immediately after that point the home side would get everything.",u,0,0,1,0
150,"Uefa leaps to defence of beleaguered referee Hauge Dominic Fifield Friday May 19, 2006 The Guardian Uefa sprang to the defence of the beleaguered Norwegian referee Terje Hauge last night after the official felt compelled to retract his earlier assertion that he ""regretted"" sending off Arsenal''s Jens Lehmann during Wednesday''s Champions League final in Paris.",m,0,1,0,0
151,"""He was coming back from a passive position so the referee got it just right,"" Wilson confirmed, adding that he is still hoping Andy Wayte can make the line up against Ipswich Wanderers.",u,0,0,1,0
152,"And then, when Pealling responded to a challenge by Heatherson by clearly aiming a wild kick at the Charlton striker while she was on the floor, the referee opted to show only a yellow card when the red variety seemed the only option.",u,0,0,1,0
153,James Pryden continued goalward''s with Cenolli rushing towards the assistant referee leaving the goal gaping and he put his effort wide.,u,0,0,1,0
154,A livid Gray who felt his team had been denied a blatant foul momentarily broke of his furious protestation with the referee to turn and charge twenty yards and leap two-footed into the innocent Bradford record-signing.,u,0,0,1,0
155,Wells the referee blows the whistle on us!,u,0,0,1,0
156,"One referee should be an academic referee, unless you have been in work for many years, when an employer''s reference may be more suitable.",d,0,0,0,1
157,I don''t want to comment on the referee and the sendings off because I have done before and that has cost me a lot of money.,u,0,0,1,0
158,"I stood over him, whacking one Italian and punching another to keep them back, until eventually the referee realised that Bobby must be seriously hurt and called for a stretcher.",u,0,0,1,0
159,". v) Indication of additional peripheral dysfunction. vi) Indication of whether or not central compensation for a vestibular disorder has occurred. vii) Identification of patients who may benefit from vestibular rehabilitation. viii) Identification of whether particle repositioning (e.g. Epley manouvre) is indicated, or if it has been performed in Audiology (with prior agreement from referring consultant). ix) Identification of whether any additional tests or investigation may be appropriate (e.g. further assessment in the multidisciplinary Dizziness Clinic). x) Highlight any information to the referee that may be of further assistance/importance.",d,0,0,0,1
160,"Coincidentally, the monitoring referee decided that a hoop on the court was improperly set (less than 1/32nd clearance) and needed re-setting between games.",u,0,0,1,0
161,"Robinson was shown the red card, Millwall''s 12th of the season, by referee Lee Probert as he left the pitch on a stretcher but didn''t know anything about it as he had suffered a concussion.",m,0,1,0,0
162,Please adhere to this as we ask independent reviewers to assess your project report and provide feedback in the form of a standard referee report such as they might be asked to prepare for a manuscript submitted to a journal.,d,0,0,0,1
163,""" FA Enquiry Update Wolves manager Dave Jones has been asked by the FA why he described referee Uriah Rennie as ""useless"" after Wolves 2-0 defeat at Southampton, during which Southampton were awarded a penalty but Wolves were denied one.",u,0,0,1,0
164,City last won a penalty in 1956 and there was little chance this was going to change today given that the referee seemed to have only read the first half of the rulebook and not got to the bit about fouls.,u,0,0,1,0
165,"She is a member of the editorial Advisory Board for E-Keltoi: Journal of Interdisciplinary Celtic Studies (online journal), and an academic referee for National Identities, (Carfax Publishing), and for Rural History: Economy, Society, Culture (Cambridge University Press, UK).",d,0,0,0,1
166,"Ref Watch: Referee: S W Mathieson Assistant Referee''s: B Parry and D J Roberts Fourth Official: A H Greenwood Match Prediction: Despite suffering an opening day loss, the performance of the Tigers left many fans encouraged about the season ahead.",u,0,0,1,0
167,"It was so full of spite and malice that it did no credit to the 22 players, the referee or the huge crowd of 56,046.",u,0,0,1,0
