Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
42,"You can help us by Organising events by yourself Organising a sponsored event such as parachuting Going on an overseas trek (Biking in Vietnam, Walking in the Sahara) Volunteering regularly to be an office assistant if you have computer/office skills.",u,0,0,1,0
43,Mr D then said that he would like to work as a care assistant but the DEA regarded that as unsuitable bearing in mind the need to do heavy lifting.,m,0,1,0,0
44,Anne Church a personal assistant also from Ashworth who suggested colour themes through the whole spectrum for the Ashworth Centre.,f,1,0,0,0
45,"""We always had a senior coaching position in mind for Francis and now that the opportunity has arisen I am pleased to promote him to be my assistant,"" said Smith.",m,0,1,0,0
46,"A football manager on the touchline having his every movement mimicked by his assistant had been done in a slightly different manner by The Fast Show , and the ""Invisible Boss"" gag, while funny, was even funnier when it first show up in cult ''80s film Amazon Women on the Moon . I would hope that this is a minor lapse and does not indicate a lack of new ideas.",u,0,0,1,0
47,Luckily the petrol shop assistant noticed and ran after him to return them.,u,0,0,1,0
48,"Before that he was an undergraduate, postgraduate and research fellow at St. John''s College and was a postdoctoral research assistant in McMaster University in Canada for 17 months (see his CV for more details).",m,0,1,0,0
49,The classroom assistant posts are more attractive to applicants as they are often permanent while the SEN posts are usually temporary.,u,0,0,1,0
50,"In both surveys, classroom assistant respondents thought that their remit was clear but some believed that it encompassed too many different tasks: The remit is too varied and wide spread and open to being misconstrued and even abused.",u,0,0,1,0
51,"If you have a different prefix/suffix attached to your contract number for a vocational trainee, assistant or locum, you do not require a further PIN.",u,0,0,1,0
52,After leaving school Gold worked for the Pennsylvania Sugar Company as a laboratory assistant.,u,0,0,1,0
53,'' ''I have no assistant.,u,0,0,1,0
54,"Even before Robert Maclehose''s appointment as university printer, the management of the shop had been largely in the hands of Miss Maclehose and ''the young assistant'', as Maclehose was ''more interested in the technical side of book production.",f,1,0,0,0
55,"His assistant had a blank round in his 0.38 Smith & Wesson pistol, which we were all issued with on passing - out.",u,0,0,1,0
56,"The position of the electronics in a device of this nature should be understood, for the transmitter is no more than a surveyor''s assistant''s lamp and the receiver no more than the surveyor''s eye.",u,0,0,1,0
57,"On a ''fairground'' without a firewall, what happens is you go in through the open gate and then inside you find a set of queues one for each queue-number, with an assistant who looks at your ticket and tells you which queue to join, but this assistant tries to be as helpful as possible and can often be confused by a complicated message or a forged ticket so that he sends you into the wrong queue or one of the private staff queues that no-one from outside is supposed to use, or lets you sneak under a fence {= exploits}.",u,0,0,1,0
58,"Sc. from the University of Victoria, while working as a research assistant with Gary Rogers at the nearby Pacific Geoscience Centre.",u,0,0,1,0
59,"Now all I do is rub shoulders with the elderly, disabled and ill as a care assistant.",u,0,0,1,0
60,"Helped along by a surgical assistant who offers little more than advice (some of which is quite unwelcome), you have ten tools at your disposal to ensure patients aren''t condemned to a lengthy trip to the morgue.",u,0,0,1,0
61,Written comments also were solicited and submitted anonymously by a secretarial assistant to the project and forwarded to the project consultants.for analysis.,u,0,0,1,0
62,"Mohammad Sidique Khan, 30, Edgware Road bomber A married father-of-one and teaching assistant, Mohammad Sidique Khan was the oldest of the bombers and is thought to have taken the lead role.",m,0,1,0,0
63,When this figure came up on the check-out screen the assistant remarked: ''There you go - the Battle of Waterloo.,u,0,0,1,0
64,"Testa , NHM, London, U.K. (Research assistant/laboratory manager, Molecular Systematics Laboratory, Dept. Entomology) 3.",u,0,0,1,0
65,Guy Coates has been appointed as the new assistant.,m,0,1,0,0
66,"Brown claims that the majority of scholars interpret home as the location that the disciple(s) had been staying in Jerusalem , and hence a substantially briefer journey. ^ Luke 24:44-49 ^ Galatians 1:19 {{{3}}} , also Mark 6:3 {{{3}}} . ^ ( Luke admits to not being a witness, Mark is traditionally John Mark , an assistant to an apostle; the authorship of John is not genuine according to many scholars, and Matthew reports events such as the Massacre of the Innocents which many historians disbelieve.",m,0,1,0,0
67,Jennifer T I was employed in November 2004 by John Macintyre & Son as a sales assistant.,f,1,0,0,0
68,""" The romantic assistant came to the front.",u,0,0,1,0
69,"The general, staring at his boots, turned to his assistant and said sadly, ''You see how it is with most people, they will always prefer the known way to the unknown.",u,0,0,1,0
70,"After chatting in English for a couple of minutes, he turned to his assistant at Lazio, Tord Grip: ""What do you say to being my assistant manager with England?",m,0,1,0,0
71,"Bloodworth added: ""The assistant was a disgrace.",u,0,0,1,0
72,"Currently a prototype Java-based tool is provided as well as bindings for Emacs RevJava - a review assistant for Java programs James Gosling talks with Bill Venners about his current research project, code-named Jackpot , which builds annotated parse trees for programs and can help you analyze, visualize, and refactor your program.",d,0,0,0,1
73,"Elisabeth Sladen resumes her role as the iconic character Sarah Jane Smith, remembered by a whole generation of Doctor Who fans as the assistant to both Jon Pertwee and Tom Baker.",f,1,0,0,0
74,"Recruiting a part-time sales assistant was quite easy, but recruiting the right sort of people to become florists is difficult.",u,0,0,1,0
75,Isabelle is a generic proof assistant.,f,1,0,0,0
76,"The trial of America''s most prominent businesswoman was supposed to move up a gear with the testimony of the government''s star witness, Douglas Faneuil, the 27-year-old former Merrill Lynch assistant.",m,0,1,0,0
77,"His remarkable abilities were recognised early on: he went from research assistant with Shon Ffowcs Williams at Imperial College to Professor of Mathematics at Leeds without going through the usual intermediate steps of lecturer, senior lecturer, and reader.",m,0,1,0,0
78,Changes also occurred in the office with Mrs Grace Ntiamoah moving to work in the book shop and Mrs Sandy Hurter coming in as personal assistant to the Revd Christine Craven.,f,1,0,0,0
79,"Ben gets another new assistant called Ramon who looks remarkably familiar and discovers that Janey excellent grades are down to the fact that she has several boyfriends...one for each subject, as well as Stupid Brian!",m,0,1,0,0
80,"One grey-bearded teacher, one office assistant, one reprographic wizard and we made up the rest from our inimitable learning support assistants.",u,0,0,1,0
81,"DAW case study from April 2006 (61 kb) General NDCS case study form (60 kb) Glue ear NDCS case study form (61 kb) NHSP NDCS case study.doc (61 kb) Education case study form (62 kb) Email the completed form and email it to Anne-Marie Devaney, PR assistant on anne-marie.devaney@ndcs.org.uk or post it to the address below.",f,1,0,0,0
82,"When she and I are shopping and she enquires about something, then nine out of ten times the shop assistant will direct her answer back to me, and not to my friend.",u,0,0,1,0
83,Nursery assistant Sherie Stephens reads a story to Eiri Pennington Further information: Eleri Beynon Press Office (01267) 676767,f,1,0,0,0
84,"Med J. 325: 485-487 NHS Modernisation Agency (2004) A Career Framework for the NHS www.modern.nhs.uk/cwp Southgate L, Grant J, (2004) Principles for an assessment for postgraduate medical training . A working paper from the Postgraduate Medical Training Board The Competence & Curriculum Framework for the Medical Care Practitioner (2005) www.dh.gov.uk/assetRoot/04/12/25/86/04122586.pdf Walton I, (2004) Why have a physician assistant?",u,0,0,1,0
85,(Commissioner''s note: The Trust told my staff that the assistant had been appointed for a six month period from July 1997.) Back to top 19.,u,0,0,1,0
86,"Gian entered Leonardo''s household around 1488 at the age of 10, becoming his servant and assistant for the next thirty years.",m,0,1,0,0
87,"Born in London he started work as a laboratory assistant in a photographic agency, worked freelance as a photographer and was then recruited by the newly launched photograph-led magazine, Picture Post . Hardy initially became famous for his photographs of the Blitz and of the Second World War, before consolidating his reputation with award-winning photographs of deprived areas of Britain.",m,0,1,0,0
88,I am going to be working as a nursery assistant in a toy library working with special needs children.,u,0,0,1,0
89,He afterwards gained further experience in the municipal city offices at York and then went to Reading for about the same length of time as an assistant.,m,0,1,0,0
90,The Town Centre Management Unit was developed further in 1998 with the appointment of an assistant and an extended remit to start looking at the borough''s six other town centres.,u,0,0,1,0
91,""" Bookshop assistant to Alan Bennett when he offered to sign copies of his latest work.",u,0,0,1,0
92,Part time project assistant required Phone-o-phobia wins second place at the BBC 3 New Talent Awards â€ ̃How Do They Do IT?â€TM - Join Aardman Animations for an Exclusive Professional Masterclass Young Roots Film - Opportunity deadline Screen Forum: Talent Circle Super Shorts Film Festival ITV Producers and Commissioners Forums 2006 Urban Fusion Events Project development course with chance of Cannes representation,u,0,0,1,0
93,"The midfielder thought he had scored his third goal of the season, but was correctly adjudged to be offside by the referee''s assistant - much to the annoyance of Charlton''s players and supporters.",u,0,0,1,0
94,"Thi Location: Phoenix, AZ Source: Jobs.net ........... more Executive Asst to ceo /Sales Assistant (OfficeTeam) jobs.net 13-6-2006 Classification: Full Time Compensation: $50,000 to $60,000 per year Cutting edge research and consutlting firm is looking for an executive/sales assistant for the ceo . Primary responsibilities will be creating PowerPoint presentations Location: NEW YORK, NY Pay Range: $50,000 - $60,000/Year Source: Jobs.net ........... more Administration Jobs Administrator/ ceo / Exec. hospitaljobsonline.com 21-6-2006 Administration- Administrator/ ceo / Exec.",u,0,0,1,0
95,"For instance, if you inform us that you are out of the office, or in a meeting for a couple of hours, your personal assistant will ensure that the caller knows this and isn''t waiting around for you to call back.",u,0,0,1,0
96,A cunning ploy hatched between the race officer (Clyde) and his assistant (Claire) for the last race of the morning.,f,1,0,0,0
97,"A VA (virtual assistant) is basically like an administrative assistant (or whatever duties need to be filled, such as writing, link building etc) that serves in a virtual capacity.",d,0,0,0,1
98,"Shortly before the shop assistant rang the police to have me arrested, my wife arrived and took me home.",u,0,0,1,0
99,WORK EXPERIENCE 1999-2001 Aquasports Ltd. Rotherham Shop assistant and acting shop manager during summer vacations.,u,0,0,1,0
100,It is very simple to use - just push a button on the dashboard and the driver is connected to a Smartnav personal assistant (PA).,u,0,0,1,0
101,"He decided that he would take himself and his assistant, Dustin Hoffman, up to some holy mountain - a long, arduous trip - and then perform some big magic on top of the mountain, and the inevitable result was that the status quo would be restored.",m,0,1,0,0
102,If a bilingual assistant is not available it may be helpful to read the mathematics and science papers to the pupils.,u,0,0,1,0
103,""" The sales assistant replied, ""Sorry Mam, we''re all sold out.",u,0,0,1,0
104,"Minimum age 21 Luxury chalets - apply You will be catering for up to 12 guests with the help of an assistant, responsibilities include cooking breakfast, an afternoon tea of home made cakes, canapés and a four course evening meal to the highest standard.",u,0,0,1,0
105,"'' He bowed me out of the room and I went home with my assistant, hardly knowing what to say or do, I was so pleased at my own good fortune.",u,0,0,1,0
106,Includes great design templates Task assistant: just watch and learn Video tutorial: get started quickly Box Contents 1 Quick start manual 1 Complete manual (PDF) 1 Video tutorial 1 CD-ROM Customer Reviews Be the first person to review this item . Customers who bought this item also bought Magix Audio Cleaning Lab 2005 Deluxe by FastTrak MAGIX Audio Cleaning Lab 10 DeLuxe by Magix,d,0,0,0,1
107,You can contact David on 0161 494 8756 or e-mail david@brin.aquinas.ac.uk Colin Fretwell IT Technician / Network Administrator You can contact Colin on 0161 494 8756 or e-mail colin@aquinas.ac.uk Lesley Millican Receptionist / Clerical assistant At first contact Lesley will help with information and advise regarding courses and fees.,u,0,0,1,0
108,"Jonas Linderoth is a research assistant and graduate student working at the Institution for pedagogy and didactics at the University of Gothenburg . His major objects of research are, Art education and media analysis in pre- and elementary school; Metaphor''s as a structuring resource for giving meaning to educational content, and; How children interact with virtual worlds and spatial interface metaphor''s in educational software.",m,0,1,0,0
109,"Claire watched as a very graceful shop assistant came over to the lady and said, ''Excuse me, madam, can I help you?",u,0,0,1,0
110,Stirred to action The marking assistant first came to the author''s attention when a printed copy of Learning and Teaching in Action arrived in my pigeon-hole.,u,0,0,1,0
111,"School caretaker Ian Huntley and former teaching assistant Maxine Carr are currently being held on suspicion of their murder, prompting concerns that relevant information was not provided to the local education authority when they were hired.",f,1,0,0,0
112,Comment from Dixons assistant when I returned my second Matsui for faulty clock and inability to retain channels 7xx and 8xx.,u,0,0,1,0
113,"The stowaway has been named as Robert Smith, who it turns out is employed by BAS as a field assistant.",m,0,1,0,0
114,You are able to do all the things that you would normally associate with a shop assistant.,u,0,0,1,0
115,"Smorgasbord, PS You may have noticed this is the longest tourlog ever because I now have a glamorous assistant who is doing the typing, well at least for the duration of my writing of this epic tome...",u,0,0,1,0
116,"In 1813, Davy employed him as laboratory assistant at the RI.",m,0,1,0,0
117,"Not all the works are created for presentation in a landscape setting alone Artists such as Dominic Welch, former assistant to Peter Randall-Page - one of Britain''s most respected sculptors - has made, especially for the exhibition, a massive piece entitled Asthall Spiral, which could be just as much at ease in a grand hall.",m,0,1,0,0
118,"Working in a school in a support capacity e.g. technician, learning support assistant, parent helper, school governor, language assistant, secretary.",u,0,0,1,0
119,"Your Laptop / PDA In order to set-up BT Openzone, you need a laptop or personal digital assistant (PDA) with wireless (Wi-Fi) connectivity.",d,0,0,0,1
120,The IKEA assistant - [ there is only one ] - stood idly by staring at his feet as I skilfully stëëred my trølley the two miles to my car.,m,0,1,0,0
121,"He put his former personal assistant, Sue Topham, in charge of a people development programme, and she has developed five on-going programmes: You make the difference Putting people first MARK in action My contribution counts Our contribution counts circles All these are geared to encouraging and recognising the contribution of people.",f,1,0,0,0
122,"Forster, a Fellow of the Royal Society, filled the post of the ship''s natural historian, while his son George, just 17, acted as his assistant and artist.",m,0,1,0,0
123,"You might be a school-based teacher, a music service tutor, a classroom assistant, a freelance or community musician.",u,0,0,1,0
124,"With this in mind I recently instituted the Leeds Electronic Text Centre , which hosts my Hume Project Website . With the appointment in May 2004 of Suzanne Paylor as full-time assistant in the Etext Centre, its work has stepped up a major gear, and more texts and related resources should be appearing before long. 2.",f,1,0,0,0
125,"The son of an actor and dental assistant, Jack, who lives in a grubby rented room in Holloway, North London, first got into debt when he took out an £8,000 bank loan to cover his £5,000-a-year tuition fees at drama school.",u,0,0,1,0
126,"( fn. 11 ) The parish had subscribed to a smallpox hospital at King''s Cross since 1815 ( fn. 12 ) and to the county lunatic asylum since 1836 or earlier, ( fn. 13 ) but the workhouse admitted a few smallpox cases and held some harmless imbeciles in 1866, when 119 of the 613 inmates were visited daily by the medical officer''s assistant.",u,0,0,1,0
127,"On June 17, Jodl''s principal assistant confirmed to the naval staff that ... the F ̧hrer has anything but the intention of completely destroying the British Empire, as England''s downfall would be to the detriment of the white race.",u,0,0,1,0
128,"City manager Chris Tovey later explained that Kirkup, in frustration, had kicked the corner flag and this hit the assistant in the face..",u,0,0,1,0
129,""" Mr Parrett joined Harpenden Urban Council in 1966 as senior accountancy assistant and internal auditor, after seven years with Luton County Borough Council, while Mr Jeffs started work for St Albans Council in 1970 as chief rating assistant, joining after nearly eight years with Leighton Buzzard Council.",m,0,1,0,0
130,"In addition to the usual literacy hour, pupils spend three 20-minute sessions a week working in groups of up to six with a teaching assistant.",u,0,0,1,0
131,"On his return from the Continent, after taking the MRCP in 1900, he was promptly appointed to the Charing Cross Hospital in 1901 as assistant to James Galloway.",m,0,1,0,0
132,"With his hapless but loyal assistant, Tim Key - writer and star of Radio 4''s ''Good Night Luke Walsall'' - he comes to Aquae Sulis after sell-out runs at the Edinburgh Fringe and London''s West End.",m,0,1,0,0
133,He can currently be heard every Saturday on the Magic network and each Sunday on BBC Three Counties Radio . (We received an email from Dave''s assistant saying that the photo of a clean-shaven DLT that we previously included in The Pirate Radio Hall Of Fame isn''t him!,u,0,0,1,0
134,"Open Outlook Today (mailbox) Right-click on the folder title and select Properties Click on the Permissions tab Click on Add and enter the username of the personal assistant(s) you want to be able to access your Outlook folders Set in the Permissions Level: drop down menu, select Reviewer Click on OK to confirm the changes Set permissions on Outlook folders Click on Tools, Options Click on the Delegates tab Click on Add and enter the username of the personal assistant(s) you want to add In the Delegate Permissions dialog box, set the permissions for Calendar, Inbox, etc as required.",u,0,0,1,0
135,Dirk summoned the cabin assistant but she didn''t know what to do.,u,0,0,1,0
136,"It all began last week in a baker''s shop, when the grunting assistant behind the counter refused to take my fiver.",u,0,0,1,0
137,"There is a farm manager, one assistant and 2 full time staff Marketing: meat is sold to a meat scheme or is used on-farm Weed problems Attitude to weeds • Doesn''t consider weeds a problem.",u,0,0,1,0
138,"Cliff Morrison ( Robbie McGregor ) Mikki Wallace''s boyfriend, who makes her jealous over his friendship with runaway Litza while Mikki is working as Judy''s assistant at Driscoll House (369-376).",f,1,0,0,0
139,"Pictures of the hotel may be found at www.tk-opisto.fi/kokousjamajoitus/majoitus.html and www.tk-opisto.fi/kokousmajoitus/kuvasivu.html . Additional Details For information on prices and other practical matters, please send us an e-mail to ritual_liturgy_and_magic@hotmail.com . You can, of course, also reach us by contacting: Johan Hellberg Research assistant and Conference Secretary Ritual, Liturgy and Magic in Early Modern Music Theatre The September Conference Papinkatu 2 bst 4 SF - 86300 Oulainen, Finland Once you have contacted us, you will be added to our conference mailing list.",m,0,1,0,0
140,"Denis is ably assisted by his assistant, Pierre Meloche, who arrived from the Four Seasons Hotel in Toronto where he specialized in California, French and international cuisine.",m,0,1,0,0
141,"Ralph Blakelock was appointed an additional assistant: he had been a successful lay master in the School before joining the Community, and a good scholar, but he was not a success; he pulled out after a year and died not long afterwards.",m,0,1,0,0
142,Reimbursement of costs for a personal assistant to reach the place of work and the involvement of a support worker may at the discretion of Job Centre Plus be treated as earnings.,u,0,0,1,0
143,Meet the Trustees Darren Farrow BSc (Hons) Appointed: July 2005 Current Term: 2005-2007 Darren is an assistant IT network manager at a secondary school and has considerable IT and computer experience.,m,0,1,0,0
144,"I have had some work experience being a teaching assistant at a local school and at ICL in the finance department, where I gained valuable skills, liasing with all kinds of people and learning how to adapt to different situations.",u,0,0,1,0
145,In 1992 Spike Lee invited Lekan to be his assistant on the making of Malcolm X and he also spent six months on the postproduction of the film.,u,0,0,1,0
146,Encourage pupil to have lists of equipment for different days. – classroom assistant might help with this.,u,0,0,1,0
147,"How will you deploy an EAL or Special Needs teacher or classroom assistant? helping a small group working with children with EAL or special needs helping children overcome technical problems with computers and printers How will you brief your EAL, Special Needs teacher or classroom assistant?",u,0,0,1,0
148,"For now I will concentrate on encouraging her to be independent, but should I hear anything more of this teaching assistant, or my daughter speaks negatively of her then I shall have to say something.",f,1,0,0,0
149,For more information download the Innovation Competition Flyer (PDF 84KB) . Chris Wood Joins the R&D Alliance Unit (Posted 20th January 2005) Chris Wood has joined the sexual and reporoductive health group as a research assistant.,u,0,0,1,0
150,I then used the nearby intercom and spoke with a very friendly assistant who informed me that he would have someone with me within 10 mins.,m,0,1,0,0
151,"Started work for the TUC in Autumn 1956 and worked as an assistant in the International Department, mostly in developing countries which had not yet gained independence.",u,0,0,1,0
152,"There will be a nominated core group of staff to attend each month, two qualified and one nursing assistant from each ward, with five standalone places for individuals with a particular interest in the topic.",u,0,0,1,0
153,"This has been very successful with the September intake children with their phonics, having the opportunity to progress rapidly – led by a very experienced classroom assistant while the class teacher kept the rest of the class.",u,0,0,1,0
154,The only training which a collier got was the training which he received as a young boy working as an assistant to an experienced collier-often his father or an elder brother.,m,0,1,0,0
155,A Trail Cycle Leader could also act as an assistant to a Mountain Bike Leader.,u,0,0,1,0
156,"Tel. number of Mayors office in MP is 005184211099, the office assistant there does not speak much English.",u,0,0,1,0
157,"Having worked at the state TV centre in Sarajevo as a film translator and in Berlin multimedia company cityscope as a web designer and project assistant, since 2000 she works in administration/research.",f,1,0,0,0
158,"Her MPhil was A Comparative Study of the Development and Impact of Child Labour Legislation in Birmingham and the Stéphanois region of France from 1830 to 1900 . A.M.Gower@bham.ac.uk +44 121 414 5970 PUBLICATIONS ''Using the foreign language assistant'', in James A.",f,1,0,0,0
159,The shop assistant was left very shaken but unhurt.,u,0,0,1,0
160,"There was skepticism even in the Physics Department of the University of Utah, where a dark joke making the rounds asked, ""Have you heard the bad news about the research assistant in Pons''s lab?",u,0,0,1,0
161,An assistant may be employed to carry out basic functions relating to the construction of dental appliances.,u,0,0,1,0
162,Trainee assistant practitioners earn while they learn.,u,0,0,1,0
163,This process of consultation may also extend to the learning support assistant (LSA - a non-teaching adult employed to support students with special educational needs) and head teacher or other member of the senior management team.,u,0,0,1,0
164,"The Southport Theatre and Floral Hall Complex on Southportâ€TMs promenade is also transforming its facilities as a coastal venue. â€œThe complex is about to double in size with the creation of an extra 1,000sqm of exhibition space, a 100-plus bedroom hotel, extra meeting rooms and public spaces due to be completed by 2008,â€? says Sefton council assistant conference and tourism officer Samantha Miller.",f,1,0,0,0
165,"Melissa, a clerical assistant with the child and adolescent mental health services, at Lancaster House, was one of over 300 successful 14-25 year olds to be presented with the award on the day.",f,1,0,0,0
166,"Her application was seen in her chairing the local Interact Charity Organisation, her work as a care and ward assistant in two hospitals and as a member of the Red Cross Society.",f,1,0,0,0
167,(CA) Three quarters (78%) of classroom assistant respondents believed that teachers required different things of them as time went on.,u,0,0,1,0
168,"""I''m staying around this year in the voluntary role of Chaplaincy assistant, which basically means I''m here if you need me.",u,0,0,1,0
169,Have your assistant hold the colon Doyen''s clamp.,u,0,0,1,0
170,"(The assistant, CARL WADE, early 40''s, stares at AMY as she fills out her address card.) LARKEN: (trying to get WADE''s attention) Hey, Carl.",m,0,1,0,0
171,Fortunately the assistant had flagged for out of play first.,u,0,0,1,0
172,"The sales assistant seemed surprised to be selling one, but said they do shift a few every christmas.",u,0,0,1,0
173,"On the ferry boat to Governor''s Island, where the competition is to take place, Dolly Tate, Frank''s assistant, tries to tamper with Annie''s guns so that she will lose the contest.",f,1,0,0,0
174,"As a result of successful application to the Levehulme Trust, in 1987 the Edition was able to to appoint a full-time research assistant, Ian Rumbold, based in Manchester under the supervision of Professor Ian Kemp for four years.",m,0,1,0,0
175,"Before reaching Ealing, Willats had already been exposed to avant-garde art practices through his work as an assistant first at the Drian Gallery, and then at Denis Bowen''s New Vision Centre Gallery.",m,0,1,0,0
176,"Five out of 21 visits in this scenario were unsatisfactory; twice, researchers didn''t even see a pharmacist after requesting the herbal medicine, and in one pharmacy the assistant advised that St John''s Wort was ''fine to take with the pill''.",u,0,0,1,0
177,"Insure.wav Dr. Goines'' assistant: "" Excuse me.",u,0,0,1,0
178,"Starter jobs are typically editorial assistant, junior reporter, staff writer, sub-editor, production assistant, art assistant, sales, marketing, subscriptions or licensing executive.",u,0,0,1,0
179,"Poetical Works of Thomas Aird, with a Biography (Edinburgh, 1878); Farewell Address to the Parishioners of Traquair (1908). 1908 JOHN MAIN, born Nairn, 25th Sept. 1876, son of James Howie M. and Catherine M''Intosh ; educated at Nairn Academy and Glasgow Univ.; M.A.; licen. by Presb. of Glasgow 1st May 1907; assistant at Traquair; ord.",m,0,1,0,0
180,"Gavius Balbus Having started his equestrian career by being chosen as one of the public horse and then as a juryman, Balbus became the personal assistant to a senator.",m,0,1,0,0
181,"In 1810 he was made a Fellow -- a post similar in prestige, duties, and pay rate to a modern graduate student teaching assistant.",m,0,1,0,0
