Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
36,"Picture: Jane Perrin, Ilfracombe • Hitting all the right notes at Oxfam in Barnstaple, Linda Mack is joined by shop manager Tracey Taylor and fellow staff members, Headley Davies, Denise Boot and Kate Stevenson.",f,1,0,0,0
37,"His father was machine shop manager at Graiseley, and of course young George was keen on motorcycles and racing from the word go.",m,0,1,0,0
38,"If I say ""excuse me I have a question"" and the reply is ""sorry I can''t help you with that"", even BEFORE I asked the bloody question(!!!!), then my next question is for the guy to get the shop manager.",u,0,0,1,0
39,"Rocky and Diesel, friends since 1986, met Ashley Beedle through the usual means: bumping into each other at parties or stores like London''s Black Market (where Beedle was shop manager), all of them DJs since the year dot.",u,0,0,1,0
40,"Scandinavian Products Danny, our shop manager will be visiting the land of ice and snow through December and January.",u,0,0,1,0
41,"Then about a week before my birthday I had a call from the shop manager, Mr Ashby, to say they couldn''t supply a blue bike until the middle of July but they could however supply me with a red DX autolube from stock, for £299.00 OTR.",m,0,1,0,0
42,James started out working as a betting shop manager and odds compiler for an independent bookmaker with six betting shops in the Dewsbury area of his native Yorkshire.,m,0,1,0,0
43,"Back to top JSR Joined: 17 May 2005 Posts: 565 Posted: Mon Sep 12, 2005 11:57 am Post subject: ksporry wrote: If I say ""excuse me I have a question"" and the reply is ""sorry I can''t help you with that"", even BEFORE I asked the bloody question(!!!!), then my next question is for the guy to get the shop manager.",u,0,0,1,0
44,Having them withdrawn from sale is a huge relief but should you find any in shops please inform the shop manager they are made from rabbit fur and are supposed to be withdrawn from sale.,u,0,0,1,0
45,"Princess Alexandra stopped off at the shop in Watney Market where she looked around, chatted with staff and volunteers including area manager Stella Griffin, and shop manager Francis Ziepe.",m,0,1,0,0
46,"Project Analyst (Retail) in Crawley, shop manager in Altrincham or a travel sales advisor in Canterbury.",u,0,0,1,0
47,He was therefore an obvious suspect when a local betting shop manager was murdered in the course of a robbery which went dreadfully wrong.,u,0,0,1,0
48,"If the results of the knowledge test are satisfactory, your application will be passed to the appropriate shop manager for a possible interview.",u,0,0,1,0
49,"The friendly manager noticed me looking at the ads, and, somehow weighing up my predicament and interpersonal skills at the same time, said: ""There''s a job going on Straddie – hostel and dive shop manager, you''ll love it!",u,0,0,1,0
50,""" It was alleged stammering betting shop manager John Suffield had been stabbed because he could not tell raiders the combination of the safe at Coral''s Bookmakers on Lodge Lane in Toxteth.",m,0,1,0,0
51,"Hello Everyone, I''ve got just less than 2 weeks before I leave my job as a vintage clothing shop manager, to become a Home Dad - although I think I prefer the title ""Domestic Engineer"" as suggested by one of you guys in another part of the forum...",m,0,1,0,0
52,A man has been freed by the Court of Appeal after spending 20 years in jail for the murder of a betting shop manager.,u,0,0,1,0
53,"Our shop manager, Dave Malloy, has been with the shop since the beginning.",m,0,1,0,0
54,"Having started as a shop volunteer four years ago, she recently became the full-time shop manager.",f,1,0,0,0
55,"After three years volunteering, I took various paid temporary jobs, such as a shop manager at an Oxfam furniture shop.",u,0,0,1,0
56,"Maxwell Street Motors in South Shields is among the local businesses flying the flag for England, thanks to the special skills of its talented staff.until the World Cup kicks off, the Gazette''s A Union flag has been painted on to garage boss John McLernon''s Volkswagen Passat, while body shop manager George Ross has had the Three Lions daubed in white on the side of his red Mazda MX5.",m,0,1,0,0
57,On Sale from RISC World Shop 35/39 London Street Reading RG1 4PS Tel 0118 9586692 On sale and return from RISC shop You can organise small craft or tuck shop displays with items for sale by prior arrangement with the shop manager Catherine Greatrex 0118 9586692.,f,1,0,0,0
58,"AWARDS Medal of Merit Colin Brooks ASL 9th Winchester Scout Group Richard Coghlan DESC Fareham East Peter Cummings District Fellowship member, Fareham East Christopher Floyd SL 9th Winchester Scout Group Jean Kettle District Secretary, Winchester Christopher Parson Group executive member, 15th Romsey Irene Russell Scout shop manager, Fareham East Ann Waudby DDC Fareham East YOUR FLEXIBLE FRIEND!",f,1,0,0,0
59,Read on... 29/09/2006 - Design and Technology workshop at Bristol Zoo Year 5 enjoyed a DT workshop and talk by the zoo shop manager at Bristol zoo on Monday 25 September.,u,0,0,1,0
60,All types of shop manager positions and retail management for major brand and high street stores in Bishop Auckland and Chester-le-Street or in department stores in Hartlepool and Seaham.,u,0,0,1,0
61,"If you''re a club shop manager we are happy to swap programme''s on a 1-1 basis although, with postal costs being what they are, it''s best to swap a maximum of about a dozen at a time, unless you''re visiting us in person when we''re happy to swap in larger quantities, subject to stock availability.",u,0,0,1,0
62,"The new shop manager at the thriving business has developed her taste for fine food in areas like Notting Hill and South Kensington, and is now preaching the benefits in her home town.",f,1,0,0,0
63,"A shop manager who worked 9am-6pm asked to change her hours in order to enable her to collect her daughter from nursery at 6pm, a journey of one hour from work.",f,1,0,0,0
64,"'' And our shop manager, is always on the look out for that special person to work in the shop.",u,0,0,1,0
65,This is a dilemma that the shop manager must resolve.,u,0,0,1,0
66,To pay off repair says salvatore body shop manager than reality in.,u,0,0,1,0
67,"After having a disagreement with my mother about it your shop manager explained that it was a left handed knife, serrated on the right side of the blade, and that was why I could cut food properly (I wasn''t going mad after all).",u,0,0,1,0
68,"However, in between doctors'' appointments I managed one successful excursion to the sale at Daniel''s in Hyndland, where I bought some really lovely boots and heard all about the shop manager, Andrew Rodger''s, forthcoming role as the lead man in Witches of Eastwick at the Theatre Royal in February.",m,0,1,0,0
69,"He knew that Kamara was not one of two men who had bound his son, a betting shop manager, to a swivel chair and tortured him for the combination to the safe.",m,0,1,0,0
70,"'' Maggie, a shop manager from north London whose partner of eight years travels frequently to the US, says recent events have had a positive effect on her relationship.",f,1,0,0,0
71,"Find employment in Boldon, Jarrow and fashion, shop manager, account and secretarial jobs in Gateshead, North Shields or Ryton.",u,0,0,1,0
72,"Part time travel sales advisor job in Upminster, assistant shop manager (Travel) in Croydon London and an assistant shop manager (Travel Agent) in Burnham On Sea.",u,0,0,1,0
73,"Absalom, Albert George Albert George Absalom was a twenty eight year old fish and chip shop manager who was convicted of the murder of his sweetheart, Alice Reed who was twenty six, a factory worker, whom he stabbed to death in a fit of jealousy.",m,0,1,0,0
74,I started as a volunteer shop manager in Lydney during the Cambodia appeal in 1980.,u,0,0,1,0
75,"An example of a recent Bristol sales assistant job is at Retail shop manager job . Amber jobs covers many sectors including Administration to Publishing, design and crafts to Construction work for architects, builders, drivers and carpenters.",u,0,0,1,0
76,"Francesca Franco, our museum shop manager who is funded by the Friends of the Institute, has greatly improved the stock and sales of books and other materials from the shop.",f,1,0,0,0
77,"Other jobs have included student nurse, policeman, art lecturer, first aid attendant, record shop manager, drama organiser, sound engineer, roadie, care assistant, play leader, music journalist and full-time father of three.",u,0,0,1,0
78,"By Election - Shop Manager Candidates: Phil Wallbridge Husting In 6 words: Use Dominique, chocolate, Ginsters, Sandwiches, Milk Questions: Ben Harrison: The last shop manager was Welsh and therefore wanted to introduce lamb and mint crisps are you going to encourage personalised products?",m,0,1,0,0
79,He was therefore an obvious suspect when a local betting shop manager was murdered in the course of a robbery which went dreadfully wrong.,u,0,0,1,0
80,Ms. B.S. Levez was employed by T.H. Jennings (Harlow Pools) Ltd. as a betting shop manager from February 1991.,f,1,0,0,0
81,"Lazy Dog was set up with friend and DJ partner, Jay Hannan, who until early 1999 was house music guru and shop manager at London''s seminal dance music shop, Black Market Records.",m,0,1,0,0
82,"The People Steve Soutar bought the Shop in 2001, moving to the area from the Home Counties where he was a shop manager.",m,0,1,0,0
83,Only a shop manager voiced his anger at the â€œnoiseâ€? when he ran out to steal the main Mayday banner.,m,0,1,0,0
84,"After 25 years of working for Crusaders, Guy Marshall, former shop manager, leaves at the end of November 2003 (contact details available on request).",m,0,1,0,0
85,"Habib, a former coffee shop manager trom Sydney, was arrested in Pakistan, close to the Afghan border, a month after 9/11.",m,0,1,0,0
86,"I earn £12,000 but my last year''s take-home was £36,000 as a shop manager.",u,0,0,1,0
87,"This ''Savoy Good Taste issue'' featured all the usual suspects in and out of the Savoy office at the time: essays from M John Harrison and Michael Butterworth , a Jerry Cornelius story from Charles Partington (illustrated by David Britton ), Michael Moorcock on Harlan Ellison , illustration by Savoy''s Liverpool shop manager John Mottershead and Heathcote Williams acting as science correspondent with an essay on Kirlian photography.",m,0,1,0,0
88,"Coverley added: ""Also, with the shop having undergone large scale refurbishment work, we had new stock being delivered in readiness for the new season and as shop manager it was my duty to be present, particularly as our two shop assistants were away, one in hospital, the other on day off.",u,0,0,1,0
89,That''s the question shop manager Melanie Carroll is asking at the moment - and she has one or two good answers to offer.,f,1,0,0,0
90,"Emmaus''s shop manager, Ed Mortimer, suggested that the size 14 clogs could make the journey by canal and the project sprang to life.",m,0,1,0,0
91,"Towards Christmas, shop manager Andre Birkett erects a marquee to accommodate the hundreds of customers flocking to Chatsworth to stock up on festive food. â€TMSurprisingly, January is when we start thinking about Christmas again,â€TM says Andre. â€TMWe make 15,000 Christmas puddings every year, which means starting early to meet demand.â€TM The farm manager.",m,0,1,0,0
92,To make amendments to an order please contact the shop manager either by email at manager@highstakes.co.uk or on 0870 766 8511.,u,0,0,1,0
93,Jobs4U - profile of a betting shop manager from the DfES'' Connexions careers information service.,u,0,0,1,0
94,Alan is a shop manager in Bath and has one son.,m,0,1,0,0
95,"On complaining to the shop manager <Managers name> , I was told that I had to return goods within 7 days, and that it was now the manufacturer''s problem.",u,0,0,1,0
96,When I recently returned a faulty kettle the shop manager told me that there was new legislation that said that I must now accept a repair or replacement instead of getting a refund.,u,0,0,1,0
97,Just drop in and ask to speak to the shop manager who will be able to tell you more about the different courses on offer.,u,0,0,1,0
98,She''s still moaning about losing their shop manager.,u,0,0,1,0
99,"It?s a satisfying job as all the donated goods that you help to sell will help pay for cancer research undertaken by HEAL, says shop manager Carole Wright.",f,1,0,0,0
100,Body shop manager out a car chicago heights insurance south cost the accompanying boost.,u,0,0,1,0
101,"Responsibilities: Supporting the shop manager and team with the running of the shop, especially in the absence of the shop manager.",u,0,0,1,0
102,"However, in between doctors'' appointments I managed one successful excursion to the sale at Daniel''s in Hyndland, where I bought some really lovely boots and heard all about the shop manager, Andrew Rodger''s, forthcoming role as the lead man in Witches of Eastwick at the Theatre Royal in February.",m,0,1,0,0
103,"Ruth Fleming has been appointed shop manager/museum attendant and it is planned, with Ruth''s arrival, to open the Museum from Tuesday to Saturday.",f,1,0,0,0
104,"In R v Gomez (1993) AC 442 the defendant, an assistant shop manager, agreed with two accomplices that goods would be supplied by the shop in return for cheques which he knew to be stolen.",m,0,1,0,0
105,"Retail Theft Initiative ( RTI ) In Milton Keynes , and now in some other places, shoplifters are referred to an organised programme of sessions at a police station, where they meet with a shop manager who explains the impact of shop theft.",u,0,0,1,0
106,The Garwood Foundation Charity Charity Shop relies on volunteers to support the shop manager and help in the smooth running of the shop.,u,0,0,1,0
107,"Motion text Hannah: Basically, I don''t think I need a shop manager, but someone later on may.",u,0,0,1,0
108,"The problem is not with the actors, Cage seems authentic enough as the private investigator and Phoenix reveals himself as a refreshing new talent as a seedy porn shop manager.",m,0,1,0,0
109,The poor shop manager who had made a special journey on his day off had to stay all day waiting for his car to be released.,m,0,1,0,0
110,If you find a problem contact the shop manager. . With transparent containers such as glass jars or plastic bags a foreign body may be visible within the food before you open the container.,u,0,0,1,0
111,"As one pet shop manager in Worthing put it: ""We are very confident with the way our animals are kept, so unannounced visits are not a problem.",u,0,0,1,0
112,"Tribunal Representation Bernardo, a shop manager in a large retail chain, needed to take four different medications after suffering a heart attack, to enable him to conduct a normal and healthy life.",m,0,1,0,0
113,"Staff claims to fame 2: Lyn Seale, the shop manager was approached by a West End producer offering her a job in the theatre â€"" she turned it down preferring to get married instead.",f,1,0,0,0
114,"Distributors had handed out bags to collect old clothes across the Biggleswade area but shop manager, Anne Williams, said: ""Our stock collector expected to pick up a substantial number of PDSA sacks this morning and was astounded to discover they had been taken.",f,1,0,0,0
115,"The defendant Where a claimant is bringing a claim against both a company and an individual - where, for example, a shop manager has verbally abused the claimant - the summons has to be served not only on the company but also on the individual at their home address.",u,0,0,1,0
116,"None of us had ridden a Buell before let alone taken part in a hill climb so there was a touch of discomfort associated, but fortunately we were able to take the bikes out onto the roads for a couple of miles - just as well since Susie is used to only 68bhp on her race SV650 and pulled a wheelie in the first 5 yards, almost giving shop manager Andy Kelly a choronary.",m,0,1,0,0
117,All the senior staff of Susan with Claire (shop manager) and Lorraine have extensive knowledge and can advise with creativity on all aspects of bridal work.,f,1,0,0,0
118,Body shop manager consistently convinced state decline that reached bad as what.,u,0,0,1,0
119,"Action CK c) It was noted that there had been no co-operation for the sale of videos and DVDs from the NNR shop manager and Colin Borg and Barry Denton agreed to look into this, Action CB/BD and d) There had been no addition to the £27,754.00 which had previously been transferred to the NNR''s bank from the Society as an advance for Phoenix funds and we were still awaiting a proposal from the NNR for the lease on premises at Holt.",m,0,1,0,0
120,"The role of the shop manager is briefly outlined below: BEFORE OPENING: Volunteers, Publicity, Set Up Shop, Stock Except for a new shop, Head Office will provide a list of volunteers who have helped in the shop before.",u,0,0,1,0
121,"Mr Carruthers was 19 when he became a shop manager at Ladbrokes, the leading UK bookmaker.",m,0,1,0,0
122,"I became involved with Crisis Centre Ministries as a volunteer with the LITE Course and also in The Wild Goose, and it was through this involvement that I learned of the vacancy for coffee shop manager.",u,0,0,1,0
123,Mr Kamara had been convicted of the murder of a betting shop manager in Liverpool but it later emerged that the prosecution failed to disclose 201 witness statements taken by Merseyside police to the defence lawyers at the original trial.,u,0,0,1,0
124,"That cost is the necessity to manage and motivate a disparate workforce, a task that falls to the shop manager as the first line of supervision.",u,0,0,1,0
125,"OK text by Bowie''s ex-PR man at RCA, Chris Charlesworth, given beef by the pictures and captions (mainly supplied by Savoy shop manager, Bowie fan Thomas Sheridan).",m,0,1,0,0
126,"From Lostwithiel to Boscastle you can find shop manager positions, transport or software engineer and programming jobs.",u,0,0,1,0
127,"We appointed a temporary, part-time coffee shop manager for six months, to help us explore that role and how it might develop and the salary for that person was met in full.",u,0,0,1,0
128,"Health sales, fashion jobs and music industry jobs are sometimes posted plus shop assistant jobs, shop manager and store manager positions.",u,0,0,1,0
129,"Responsibilities: Supporting the shop manager and team with the running of the shop, especially in the absence of the shop manager.",u,0,0,1,0
130,Dave Fisher joined the staff in March as oboe specialist after twenty four years with the Welsh Guards Band and became shop manager in July; in his spare time he conducts the Salvation Army Band in Letchworth.,m,0,1,0,0
131,Betting shop manager: Prospects Web - profile of a betting shop manager from the official UK graduate careers website.,u,0,0,1,0
132,"Take one recent court case: A shop manager went into the lift motor room, as he had done many times before, to deal with a stuck lift.",u,0,0,1,0
133,"Get Involved - Bulleted lists of ""What you can do"" Case Studies - Interview with Café manager & Health shop manager about how Fairtrade has helped their business.",u,0,0,1,0
134,"We also had a ""Hat"" quiz and the winners were John Godfrey our finance manager and Emma Gunter our deputy shop manager.",f,1,0,0,0
135,Motion to make the position of shop manager optional.,u,0,0,1,0
136,"She started at the bottom and worked her way up to shop manager. â€œThere is nothing you can really do to make yourself want to be hairdresser, itâ€TMs something you are born to do,â€? she enthused. â€œItâ€TMs a real vocation and you have to want to do it more than anything else because itâ€TMs such hard work. â€œYou have to be able to deal with all kinds of people sensitively.",f,1,0,0,0
137,"Previously dated shop manager Jamie Meakin (below) Record label Universal has reportedly offered the 21-year-old a pounds 200,000 deal.",u,0,0,1,0
138,"Durham Sunderland Stockton-on-Tees Darlington and Hartlepool are well covered and many jobs in Gateshead covering shop assistant, shop manager and retail jobs.",u,0,0,1,0
139,They''ve even appointed a shop manager.,u,0,0,1,0
140,"DR Release date: 18 Nov Press contact: Bad Moon [CP, RP, NP] Wichita IH [CR, RR, NR] ------------------------------------------------ SCRUFF GETS RADIO SHOW EMAP owned Manchester station is launching a new show featuring the excellent Mr Scruff and former Fat City Records shop manager Treva Whateva.",m,0,1,0,0
141,He had to leave a job at Our Price after an affair with the girlfriend of the shop manager.,u,0,0,1,0
142,"If you can spare some time between October and December and are interested doing something really worthwhile, why not find out more about becoming a CFGC shop manager?",u,0,0,1,0
143,"Please contact Francesca Franco, shop manager, if you wish to place an order - or if you wish to browse the many other items now available in the shop.",f,1,0,0,0
144,"''- Natascha, a South African shop manager.",f,1,0,0,0
145,Body shop manager stereo pots cheap ontario car insurance connections.,u,0,0,1,0
146,"From Lostwithiel to Boscastle you can find shop manager positions, transport or software engineer and programming jobs.",u,0,0,1,0
147,"Founded in 1902 by Thomas G Checketts, it is now run by two of his grandchildren, Tony and Phil, with Phil''s son David the shop manager.",m,0,1,0,0
148,"Having Roll-a-Ramp ""available"" for deployment by a member of staff, receptionist, shop manager etc., will not only help in meeting the requirement to make reasonable adjustments but also demonstrate the appropriate regard for the needs of disabled people..",u,0,0,1,0
149,"Posted by Pino Bartella Monday, December 5, 2005 I was in your town this weekend,to visit a friend; and as a betting shop manager, and also a tourist, I feel that I should enter the debate on whether Ladbrokes should be welcomed in Hebdon Bridge.",u,0,0,1,0
150,"Shop sales, cashier and checkout, shop manager, admin and accounts jobs in Warrington plus software engineer, testing, programming and oracle, java, sap and lotus jobs in Widnes or Wilmslow and also career opportunties in Winsford.",u,0,0,1,0
151,"Jackie Teece, the shop manager, is always in need of more voluntary help, so if anyone is interested in helping the shop to make more money for Mind in Croydon, give Jackie a ring on 0208 6514114.",f,1,0,0,0
152,"As well as being club shop manager, I am also the club''s statistician and if you are looking for details of a match we may have played against your own club, I may well be able to help.",u,0,0,1,0
153,The shop will be run by a shop manager and full time assistants.,u,0,0,1,0
154,"About 50% of our graduates go on to Masters or Doctoral work. geotechnical environmental consultant petroleum geologist research assistant in environmental sustainability outdoor education instructor data logging engineer photogrammetry mud logging geologist school teacher mining/mineral exploration micropalaeontologist land surveyor rock and fossil shop manager parliamentary research assistant well engineer civil engineering consultant archaeology curator marine environmental scientist hydrologist, soil analyst engineering geologist oil industry data manager consultant hydrogeologist research technician in climate change scientific publishing land contamination and pollution management the armed forces hydrographic industry education officer at Edinburgh''s Dynamic Earth",u,0,0,1,0
155,"From left, CHAS fund-raising manager Shona Cardle, Warner Bros shop manager Steven Bain, Gap manager Douglas Robson, Virgin cosmetics manager Craig Alexander-Wilson, assistant at O''Neill Jenny Simpson, manageress of the FanASaurus creche Helen Gracie, Ellen McCartney, assistant to the merchandise manager at John Lewis, and, front, Hamish Millar, manager of Buchanan Galleries.",m,0,1,0,0
156,"Financial Advisors, Driving Instructor, shop manager and Promotional & Resort Representatives for London.",u,0,0,1,0
157,The shop manager and deputy manager are users of the service and fulfil highly responsible roles with minimal staff input.,u,0,0,1,0
158,"Part time travel sales advisor job in Upminster, assistant shop manager (Travel) in Croydon London and an assistant shop manager (Travel Agent) in Burnham On Sea.",u,0,0,1,0
159,"Shop hours were long and staff were poorly paid, with the shop manager receiving the princely sum of 27s (£1.35) a week, with accommodation over the shop thrown in.",m,0,1,0,0
160,""" In the ""Chronicle"" shop and offices, one door down from the restaurant, the shop manager, Mr. Edward Hodgett, and his assistants, Miss Elizabeth Brown and Miss Pauline Gamble, were ready to lock up.",m,0,1,0,0
161,"I was managing to up until Feb 1999 to hold down my job as a shop manager for a large automotive parts supplier, but the travelling up and down the country virtually killed me, it was agreed that I would go part time that would allow me to go to the hospital doctors and physiotherapy etc. This at the time I thought was very considerate by my employers, but as it turned out they had an ulterior motive.",u,0,0,1,0
162,"Welcombe Community Shop and Post Office - £12,885 Towards the salary of a part-time shop manager to run a village shop and sub-post office as a community run not-for-profit co-operative enterprise.",u,0,0,1,0
163,"In Macclesfield or Crewe we have had a variety of shop manager or store manager positions with excellent salary packages plus pension plans. in Cornwall covering Bodmin Truro Camborne Redruth St-Austell Falmouth Penzance and Newquay we have had shop assistant jobs, shop manager and cashier or checkout staff jobs.",u,0,0,1,0
164,In this study the immediate supervisor – the local shop manager – seemed more acutely aware of this than the people at head office.,u,0,0,1,0
165,"""If anyone wants anything in particular we will try to get it and Ann Secombe, a former farmer who is the shop manager.",f,1,0,0,0
166,"To cut a long story short, I forgot all about my photographs until I received a phone call yesterday from the shop manager asking my to call in.",u,0,0,1,0
167,"The offender entered the betting shop in Grove Road, Hitchin carrying a handgun and demanding money from the female shop manager inside.",f,1,0,0,0
168,"Oxfam shop manager Mary Maddick said ""We do pay reduced rates but it is still quite a lot and we still have overheads like any other business"" ""Sherborne Chamber of Trade vice-chairman Mark Ashley-Miller said ""It is a free market.",f,1,0,0,0
169,The farm shop manager.,u,0,0,1,0
170,"Les'' Tale of Woe was equally well acted, as he deftly flitted between characters including a 14-year-old girl and slimy shop manager.",u,0,0,1,0
171,However at present the Council has no control over collections held on shop premises apart from where the Council has managed to persuade the shop manager that they ought to require organisers to hold a permit from the Council.,u,0,0,1,0
172,For more information see Betting shop manager,u,0,0,1,0
173,'' - Barnardo''s shop manager Bloodied burglars who targeted a Sandbach charity shop on Friday escaped empty-handed after cutting themselves on a window they had smashed to gain entry.,u,0,0,1,0
174,It''s up to you whether you risk doing it the way we did it or negotiate direct and first with the Dive shop manager.,u,0,0,1,0
175,"Rather than replace the employee the shop manager decides to split her tasks around the other, already overworked, employees.",u,0,0,1,0
176,"Shortly after the company started, the shop manager William Fuld decided to go into business for himself.",m,0,1,0,0
