Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
1,""" The beginning of the highly personal note was read out by prosecuting QC William Boyce as he opened the case against former royal servant Paul Burrell.",m,0,1,0,0
2,"A dwelling where a domestic servant has their sole or main residence to carry out their employment within the property, and where the dwelling is occupied from time to time by the servantâ€TMs employer.",u,0,0,1,0
3,"If one servant kills another without cause, he is to pay the full value'' ''87.",m,0,1,0,0
4,The Truth Shall Set You Free Derek was a servant of the Lord and he continues to serve even in death through his books and audio tapes.,m,0,1,0,0
5,Moral: When being offensive always try To pick on those who daren''t reply. * syces - grooms ** khidmatgars - An Indian male servant who waits at table.,m,0,1,0,0
6,""" (34:23) In a different motif there are a number of passages in Isaiah focusing on the servant of Yahweh.",u,0,0,1,0
7,"Then, of course, we have the incredibly versatile Dan Smith who, if he didn''t already deserve huge credit for playing four different roles, (namely: the wonderfully lecherous, lisping Doctor Pangloss; Cacambo, the resourceful half-caste servant; Martin, the pessimistic road sweeper; and Voltaire, the show''s narrator) definitely gets extra for his powerful performance of ''Words'' which he spat out venomously at poor, optimistic Candide.",m,0,1,0,0
8,"God thought he would cut the Intel lawyer down a peg, so he said, ""You must have seen my faithful servant, Randal.",m,0,1,0,0
9,"With the increase, an average rent will eat up about seven per cent of the statutory minimum wage of a civil servant.",d,0,0,0,1
10,"The story behind this print is that Rembrandt allegedly produced it after Jan Six, a Dutch landowner, wagered him to complete an etching in the time it took a servant to fetch a pot of mustard from a nearby village.",u,0,0,1,0
11,"So today: · We ask God''s blessing on Zimbabwe & on a dark and sinful world · We ask God''s blessing on Jaden , that he may indeed be Christ''s faithful servant to struggle to build a better world of love and joy and peace. · And we ask God''s blessing on each and everyone of us here in this service.",d,0,0,0,1
12,Prior to his retirement he was a civil servant with the Scottish Executive concluding as Head of the Housing and Area Regeneration Group.,d,0,0,0,1
13,"We may even go so far as to say with David, How many are the days of thy servant?",u,0,0,1,0
14,"Johnstone, Helensburgh (1) Mr. Wikinson at the Mildmay Mission to the Jews (1) The Misses Church , Glasgow (1) A servant in his congregation (1) Rev. J.",u,0,0,1,0
15,"Ezra 10 THE Lord used the sorrow of His servant to reach the consciences of His people, who had been guilty of transgressing His commandments; for, in truth, the sorrow of Ezra was no common sorrow.",u,0,0,1,0
16,At the wedding feast the ghost of Michael Scott appears and reclaims the goblin-page as his own servant.,u,0,0,1,0
17,"And when they had come to the land of Zuph, Saul said to the servant who was with him, Come, let us go back, or my father may give up caring about the asses and be troubled about us 6 But the servant said to him, See now, in this town there is a man of God, who is highly honoured, and everything he says comes true: let us go there now; it may be that he will give us directions about our journey 7 Then Saul said to his servant, But if we go, what are we to take the man? all our bread is gone, and we have no offering to take to the man of God: what are we to do? 8 But the servant said in answer, I have here a fourth part of a shekel of silver: I will give that to the man of God, and he will give us directions about our way 9 (In the past in Israel, when a man went to get directions from God, he said, Come",u,0,0,1,0
18,"In MEIN KAMPF Hitler tries to create the impression that his home was rather peaceful and quiet, his ""father a faithful civil servant, the mother devoting herself to the cares of the household and looking after her children with eternally the same loving care.",d,0,0,0,1
19,In service there is no getting in the way of another servant.,u,0,0,1,0
20,"Who could imagine the ""mature"" Hudson character allowing a junior servant to dance around him, taking the mick, as happens with Alfred in A Suitable Marriage ? Mrs Bridges is also developing.",u,0,0,1,0
21,"The fifty ducats per month, which were sent me from Venice, were insufficient, for the money I had to spend on my carriage, my lodging, my servant, and my dress brought me down to the lowest ebb, and I did not care to appeal to anyone.",u,0,0,1,0
22,""" ""Madame,"" the servant replied, ""Monsieur is very sick.",u,0,0,1,0
